seed,core,preference,cards,phase,total,max_drawdown,satellites,policies,contributions,goal
191,nasdaq,債券優先,true,clear,2074213,-0.3164922127281518,bonds,contributions+cashManagement+emergencyFund,330000,false
192,nasdaq,債券優先,true,clear,1136764,-0.5855548053137759,bonds,contributions+emergencyFund+reinvestment,240000,false
193,nasdaq,債券優先,true,clear,1917848,-0.29540877245189995,bonds,contributions+emergencyFund+reinvestment,240000,false
194,nasdaq,債券優先,true,clear,3990214,-0.292886,bonds,emergencyFund+reinvestment+cashManagement,40000,true
195,nasdaq,債券優先,true,clear,2848766,-0.5171221545467538,,contributions+cashManagement+emergencyFund+reinvestment,400000,false
196,nasdaq,債券優先,true,clear,1939082,-0.466281,bonds,contributions+reinvestment+emergencyFund,320000,false
197,nasdaq,債券優先,true,clear,34743098,-0.2885806282717898,bonds,reinvestment+cashManagement+contributions,160000,true
198,nasdaq,債券優先,true,clear,468731,-0.8389059147102238,bonds,reinvestment+emergencyFund+cashManagement,40000,false
199,nasdaq,債券優先,true,clear,944490,-0.5223298039645691,bonds,reinvestment+emergencyFund+contributions,80000,false
200,nasdaq,債券優先,true,clear,5851476,-0.47454667562122227,bonds,emergencyFund+contributions+reinvestment,160000,true
201,nasdaq,債券優先,true,clear,3354019,-0.3467937072574247,bonds,reinvestment+contributions+cashManagement,200000,true
202,nasdaq,債券優先,true,clear,17583269,-0.39712451340109695,bonds,reinvestment+contributions+emergencyFund,160000,true
203,nasdaq,債券優先,true,clear,3415708,-0.393694415387846,bonds,contributions+reinvestment+emergencyFund,240000,true
204,nasdaq,債券優先,true,clear,2658299,-0.5910180228408279,,emergencyFund+contributions+reinvestment+cashManagement,270000,false
205,nasdaq,債券優先,true,clear,18697260,-0.19774732651911744,bonds,emergencyFund+contributions+cashManagement,320000,true
206,nasdaq,債券優先,true,clear,6145376,-0.23517930279696894,bonds,emergencyFund+contributions+reinvestment,240000,true
207,nasdaq,債券優先,true,clear,11033292,-0.5498826988045699,bonds,contributions+emergencyFund+reinvestment,240000,true
208,nasdaq,債券優先,true,clear,32468535,-0.3745678432375921,bonds,reinvestment+contributions+emergencyFund,240000,true
209,nasdaq,債券優先,true,clear,5267568,-0.34484095427435385,bonds,contributions+emergencyFund+reinvestment,320000,true
210,nasdaq,債券優先,true,clear,2481266,-0.60282834051738,bonds,contributions+reinvestment+emergencyFund,240000,false
211,nasdaq,債券優先,true,clear,707400,-0.5282361406861983,bonds,contributions+cashManagement+emergencyFund,390000,false
212,nasdaq,債券優先,true,clear,12729746,-0.116432,bonds,reinvestment+contributions+emergencyFund,160000,true
213,nasdaq,債券優先,true,clear,3363641,-0.526788,bonds,reinvestment+emergencyFund+cashManagement,40000,true
214,nasdaq,債券優先,true,clear,4119558,-0.39005,bonds,contributions+emergencyFund+reinvestment,320000,true
215,nasdaq,債券優先,true,clear,9579857,-0.38766818591346136,bonds,emergencyFund+contributions+reinvestment,160000,true
216,nasdaq,債券優先,true,clear,583745,-0.484418,bonds,emergencyFund+contributions+reinvestment,160000,false
217,nasdaq,債券優先,true,clear,4779306,-0.2036739548995695,bonds,contributions+reinvestment+emergencyFund,240000,true
218,nasdaq,債券優先,true,clear,4891812,-0.48378163409558966,bonds,contributions+emergencyFund+reinvestment,320000,true
219,nasdaq,債券優先,true,clear,2936971,-0.6207470318051824,bonds,contributions+emergencyFund+cashManagement,360000,false
220,nasdaq,債券優先,true,clear,10192251,-0.21756125853571595,bonds,cashManagement+contributions+reinvestment,370000,true
221,nasdaq,債券優先,true,clear,2832716,-0.28014723755177706,bonds,reinvestment+emergencyFund+contributions,80000,false
222,nasdaq,債券優先,true,clear,4909271,-0.397566,bonds,contributions+emergencyFund+reinvestment,320000,true
223,nasdaq,債券優先,true,clear,6004229,-0.17018939085897186,bonds,emergencyFund+contributions+reinvestment,160000,true
224,nasdaq,債券優先,true,clear,2399673,-0.510968843710476,bonds,emergencyFund+contributions+cashManagement,280000,false
225,nasdaq,債券優先,true,clear,43315122,-0.2975530824379481,bonds,contributions+emergencyFund+reinvestment,320000,true
226,nasdaq,債券優先,true,clear,9838885,-0.33628949186388063,bonds,contributions+emergencyFund+cashManagement,350000,true
227,nasdaq,債券優先,true,clear,3130917,-0.3812919994248051,bonds,contributions+emergencyFund+cashManagement,400000,true
228,nasdaq,債券優先,true,clear,2378259,-0.37782009219020185,bonds,contributions+emergencyFund+cashManagement,400000,false
229,nasdaq,債券優先,true,clear,782713,-0.7537149036980539,bonds,contributions+reinvestment+emergencyFund,240000,false
230,nasdaq,債券優先,true,clear,1328748,-0.45483571195588623,bonds,contributions+emergencyFund+reinvestment,240000,false
231,nasdaq,債券優先,true,clear,6295120,-0.38350712965647693,bonds,emergencyFund+contributions+cashManagement,200000,true
232,nasdaq,債券優先,true,clear,2737023,-0.2920367465179917,bonds,emergencyFund+contributions+reinvestment,160000,false
233,nasdaq,債券優先,true,clear,1384994,-0.6094380404781274,bonds,reinvestment+emergencyFund+contributions,80000,false
234,nasdaq,債券優先,true,clear,2650465,-0.5272251101846592,bonds,cashManagement+emergencyFund+contributions,190000,false
235,nasdaq,債券優先,true,clear,1706098,-0.5651473979408194,bonds,emergencyFund+contributions+reinvestment,160000,false
236,nasdaq,債券優先,true,clear,2805743,-0.5037032126108122,bonds,contributions+reinvestment+emergencyFund,240000,false
237,nasdaq,債券優先,true,clear,11001833,-0.256674104190898,bonds,contributions+emergencyFund+cashManagement,280000,true
238,nasdaq,債券優先,true,clear,805932,-0.5858591118158939,bonds,contributions+emergencyFund+cashManagement,280000,false
239,nasdaq,債券優先,true,clear,7115196,-0.5227034024571945,bonds,contributions+emergencyFund+reinvestment,320000,true
240,nasdaq,債券優先,true,clear,7406949,-0.26952763300929833,bonds,contributions+emergencyFund+reinvestment,240000,true
241,nasdaq,債券優先,true,clear,3000184,-0.3680937595785984,bonds,contributions+emergencyFund+reinvestment,320000,true
242,nasdaq,債券優先,true,clear,575443,-0.6143009311106435,bonds,contributions+reinvestment+cashManagement,260000,false
243,nasdaq,債券優先,true,clear,4143036,-0.3399416768819717,bonds,reinvestment+contributions+emergencyFund,160000,true
244,nasdaq,債券優先,true,clear,2594409,-0.42981713729372867,bonds,contributions+emergencyFund+reinvestment,320000,false
245,nasdaq,債券優先,true,clear,16895725,-0.2662033123270827,bonds,emergencyFund+contributions+reinvestment,240000,true
246,nasdaq,債券優先,true,clear,1296591,-0.6548731695231244,bonds,contributions+emergencyFund+reinvestment,320000,false
247,nasdaq,債券優先,true,clear,2335070,-0.374075,bonds,contributions+emergencyFund+cashManagement,350000,false
248,nasdaq,債券優先,true,clear,4329920,-0.3208755598551518,bonds,emergencyFund+contributions+reinvestment,240000,true
249,nasdaq,債券優先,true,clear,3254029,-0.548813364496724,bonds,emergencyFund+contributions+cashManagement,200000,true
250,nasdaq,債券優先,true,clear,5064650,-0.38059700848988676,bonds,contributions+cashManagement+emergencyFund,320000,true
251,nasdaq,債券優先,true,clear,431634,-0.664902,bonds,emergencyFund+reinvestment+contributions,80000,false
252,nasdaq,債券優先,true,clear,1669390,-0.4802544275225717,bonds,contributions+emergencyFund+cashManagement,350000,false
253,nasdaq,債券優先,true,clear,6825188,-0.31328643830828384,bonds,emergencyFund+contributions+reinvestment,160000,true
254,nasdaq,債券優先,true,clear,12365877,-0.32579752606645174,bonds,emergencyFund+contributions+cashManagement,240000,true
255,nasdaq,債券優先,true,clear,3532571,-0.2589480419735107,bonds,contributions+emergencyFund+reinvestment,320000,true
256,nasdaq,債券優先,true,clear,5557506,-0.4213608450330354,bonds,contributions+emergencyFund+reinvestment,320000,true
257,nasdaq,債券優先,true,clear,2318785,-0.831991,bonds,reinvestment+contributions+emergencyFund,160000,false
258,nasdaq,債券優先,true,clear,7467172,-0.4169755244755245,bonds,emergencyFund+contributions+reinvestment,160000,true
259,nasdaq,債券優先,true,clear,18781873,-0.2642076513940995,bonds,cashManagement+contributions+emergencyFund,380000,true
260,nasdaq,債券優先,true,clear,4170387,-0.4487946560821812,bonds,reinvestment+contributions+emergencyFund,160000,true
261,nasdaq,債券優先,true,clear,2142155,-0.4615300783103094,bonds,emergencyFund+contributions+reinvestment,160000,false
262,nasdaq,債券優先,true,clear,8292312,-0.45117655088210806,bonds,contributions+emergencyFund+reinvestment,320000,true
263,nasdaq,債券優先,true,clear,1574647,-0.459438,bonds,contributions+emergencyFund+reinvestment,240000,false
264,nasdaq,債券優先,true,clear,900579,-0.7054849575662703,bonds,contributions+emergencyFund+reinvestment,240000,false
265,nasdaq,債券優先,true,clear,2800707,-0.539187582905564,bonds,contributions+emergencyFund+reinvestment,240000,false
266,nasdaq,債券優先,true,clear,1629534,-0.4855664961187669,bonds,cashManagement+emergencyFund+contributions,180000,false
267,nasdaq,債券優先,true,clear,2904865,-0.4015525365360502,bonds,emergencyFund+contributions+reinvestment,160000,false
268,nasdaq,債券優先,true,clear,39368395,-0.26346369040135736,bonds,contributions+emergencyFund+reinvestment,240000,true
269,nasdaq,債券優先,true,clear,16767926,-0.3836017502490552,,contributions+reinvestment+cashManagement+emergencyFund,400000,true
270,nasdaq,債券優先,true,clear,5488227,-0.32862555767646145,bonds,contributions+emergencyFund+reinvestment,240000,true
271,nasdaq,債券優先,true,clear,4497817,-0.6157905868292227,bonds,emergencyFund+contributions+cashManagement,160000,true
272,nasdaq,債券優先,true,clear,9328625,-0.36864524717295144,bonds,reinvestment+contributions+emergencyFund,240000,true
273,nasdaq,債券優先,true,clear,6671963,-0.375502,bonds,cashManagement+contributions+reinvestment,270000,true
274,nasdaq,債券優先,true,clear,1745767,-0.3847350618592449,bonds,reinvestment+contributions+emergencyFund,160000,false
275,nasdaq,債券優先,true,clear,2277574,-0.4910052075762391,bonds,contributions+emergencyFund+cashManagement,270000,false
276,nasdaq,債券優先,true,clear,7036621,-0.24538812919924166,bonds,emergencyFund+reinvestment+contributions,80000,true
277,nasdaq,債券優先,true,clear,2548769,-0.24219126510293526,bonds,cashManagement+emergencyFund+contributions,170000,false
278,nasdaq,債券優先,true,clear,2278910,-0.4735459684826621,bonds,contributions+emergencyFund+reinvestment,240000,false
279,nasdaq,債券優先,true,clear,5967444,-0.3706333223120623,bonds,contributions+emergencyFund+reinvestment,320000,true
280,nasdaq,債券優先,true,clear,340664,-0.7990838824577026,bonds,contributions+reinvestment+emergencyFund,240000,false
281,nasdaq,債券優先,true,clear,5052816,-0.22904527315018683,bonds,contributions+reinvestment+emergencyFund,320000,true
282,nasdaq,債券優先,true,clear,21230391,-0.11149873891567731,bonds,emergencyFund+contributions+reinvestment,160000,true
283,nasdaq,債券優先,true,clear,1442994,-0.2976561292505545,bonds,emergencyFund+contributions+cashManagement,200000,false
284,nasdaq,債券優先,true,clear,1820903,-0.6898182168550874,bonds,contributions+reinvestment+emergencyFund,240000,false
285,nasdaq,債券優先,true,clear,7800230,-0.3664948595454718,bonds,cashManagement+emergencyFund+contributions,200000,true
286,nasdaq,債券優先,true,clear,3999704,-0.5330906818842891,bonds,contributions+emergencyFund+reinvestment,240000,true
287,nasdaq,債券優先,true,clear,2326289,-0.660236,bonds,contributions+emergencyFund+reinvestment,240000,false
288,nasdaq,債券優先,true,clear,5117363,-0.671355,bonds,emergencyFund+reinvestment+contributions,80000,true
289,nasdaq,債券優先,true,clear,26248171,-0.27853195108282686,bonds,contributions+cashManagement+emergencyFund,310000,true
290,nasdaq,債券優先,true,clear,3425608,-0.23356295406558736,bonds,contributions+emergencyFund+reinvestment,320000,true
291,nasdaq,債券優先,true,clear,1814903,-0.3509642120066326,bonds,reinvestment+contributions+cashManagement,190000,false
292,nasdaq,債券優先,true,clear,720412,-0.569850638436346,bonds,emergencyFund+contributions+reinvestment,160000,false
293,nasdaq,債券優先,true,clear,33712968,-0.2990079791462342,bonds,contributions+emergencyFund+reinvestment,240000,true
294,nasdaq,債券優先,true,clear,3316767,-0.5712781236730994,bonds,contributions+cashManagement+emergencyFund,400000,true
295,nasdaq,債券優先,true,clear,1659934,-0.3674691462148575,bonds,contributions+emergencyFund+reinvestment,320000,false
296,nasdaq,債券優先,true,clear,8993288,-0.39567854694996574,bonds,cashManagement+contributions+emergencyFund,320000,true
297,nasdaq,債券優先,true,clear,2297653,-0.7472470742644646,bonds,reinvestment+contributions+cashManagement,200000,false
298,nasdaq,債券優先,true,clear,22975772,-0.4538845102376314,bonds,contributions+emergencyFund+cashManagement,360000,true
299,nasdaq,債券優先,true,clear,6269880,-0.2727878018750673,bonds,cashManagement+contributions+reinvestment,320000,true
300,nasdaq,債券優先,true,clear,2380020,-0.5720495005122951,bonds,contributions+emergencyFund+cashManagement,280000,false
301,nasdaq,債券優先,true,clear,5331101,-0.3452200680904186,bonds,contributions+emergencyFund+cashManagement,280000,true
302,nasdaq,債券優先,true,clear,2210354,-0.36915278965187825,bonds,contributions+emergencyFund+reinvestment,320000,false
303,nasdaq,債券優先,true,clear,1383751,-0.4048967765489323,bonds,cashManagement+emergencyFund+contributions,170000,false
304,nasdaq,債券優先,true,clear,25958806,-0.40773314937890426,bonds,reinvestment+contributions+emergencyFund,160000,true
305,nasdaq,債券優先,true,clear,27190754,-0.37242644220340665,bonds,contributions+emergencyFund+cashManagement,340000,true
306,nasdaq,債券優先,true,clear,8558401,-0.4178180287009474,bonds,contributions+reinvestment+emergencyFund,320000,true
307,nasdaq,債券優先,true,clear,3126849,-0.35900413349663196,bonds,emergencyFund+reinvestment+contributions,160000,true
308,nasdaq,債券優先,true,clear,6631741,-0.453438,bonds,contributions+reinvestment+emergencyFund,240000,true
309,nasdaq,債券優先,true,clear,39588839,-0.13000865871276993,bonds,contributions+emergencyFund+cashManagement,280000,true
310,nasdaq,債券優先,true,clear,2398211,-0.4447350656536105,bonds,reinvestment+contributions+emergencyFund,240000,false
311,nasdaq,債券優先,true,clear,1035518,-0.7464069466433231,bonds,reinvestment+cashManagement+emergencyFund,80000,false
312,nasdaq,債券優先,true,clear,1900235,-0.5204037902596466,bonds,contributions+emergencyFund+cashManagement,280000,false
313,nasdaq,債券優先,true,clear,8478624,-0.4221055912358936,bonds,contributions+cashManagement+emergencyFund,400000,true
314,nasdaq,債券優先,true,clear,2193435,-0.7169309243720712,bonds,contributions+cashManagement+emergencyFund,370000,false
315,nasdaq,債券優先,true,clear,2048501,-0.5159568399186435,bonds,contributions+emergencyFund+reinvestment,240000,false
316,nasdaq,債券優先,true,clear,4920120,-0.6881488997419157,bonds,contributions+emergencyFund+reinvestment,320000,true
317,nasdaq,債券優先,true,clear,2370865,-0.2817851407815341,bonds,contributions+reinvestment+emergencyFund,320000,false
318,nasdaq,債券優先,true,clear,984853,-0.5617413580789867,bonds,reinvestment+emergencyFund+contributions,80000,false
319,nasdaq,債券優先,true,clear,4129572,-0.23692830084427022,bonds,emergencyFund+contributions+reinvestment,160000,true
320,nasdaq,債券優先,true,clear,1748802,-0.622319903215163,bonds,reinvestment+contributions+cashManagement,200000,false
321,nasdaq,債券優先,true,clear,13817879,-0.32413535430730694,bonds,emergencyFund+contributions+reinvestment,160000,true
322,nasdaq,債券優先,true,clear,17661123,-0.5457263231136178,bonds,emergencyFund+reinvestment+contributions,80000,true
323,nasdaq,債券優先,true,clear,3954159,-0.24047487512811036,bonds,reinvestment+contributions+emergencyFund,160000,true
324,nasdaq,債券優先,true,clear,6063516,-0.4146141208283922,bonds,contributions+emergencyFund+reinvestment,320000,true
325,nasdaq,債券優先,true,clear,4769188,-0.6708105283024346,bonds,emergencyFund+contributions+cashManagement,200000,true
326,nasdaq,債券優先,true,clear,985883,-0.8420774894810659,bonds,emergencyFund+contributions+cashManagement,200000,false
327,nasdaq,債券優先,true,clear,1461649,-0.5672772298712149,bonds,contributions+reinvestment+emergencyFund,320000,false
328,nasdaq,債券優先,true,clear,2498254,-0.5698551329767096,bonds,emergencyFund+contributions+reinvestment,160000,false
329,nasdaq,債券優先,true,clear,2135507,-0.6019039514309616,bonds,reinvestment+contributions+emergencyFund,160000,false
330,nasdaq,債券優先,true,clear,2645023,-0.4640781702584294,bonds,contributions+cashManagement+emergencyFund,290000,false
331,nasdaq,債券優先,true,clear,800669,-0.4963493831391364,bonds,emergencyFund+contributions+reinvestment,160000,false
332,nasdaq,債券優先,true,clear,1020170,-0.7739169261162016,bonds,contributions+reinvestment+emergencyFund,320000,false
333,nasdaq,債券優先,true,clear,1145298,-0.570391,bonds,cashManagement+contributions+emergencyFund,260000,false
334,nasdaq,債券優先,true,clear,7781166,-0.3086103452212619,bonds,contributions+reinvestment+emergencyFund,320000,true
335,nasdaq,債券優先,true,clear,25626819,-0.3571133195712371,bonds,contributions+reinvestment+cashManagement,360000,true
336,nasdaq,債券優先,true,clear,2511815,-0.6732366549514011,bonds,contributions+emergencyFund+reinvestment,320000,false
337,nasdaq,債券優先,true,clear,2919587,-0.5244687296968558,bonds,emergencyFund+contributions+reinvestment,160000,false
338,nasdaq,債券優先,true,clear,2407936,-0.3186071597953956,bonds,emergencyFund+contributions+cashManagement,200000,false
339,nasdaq,債券優先,true,clear,8003236,-0.19667462806216993,bonds,cashManagement+emergencyFund+contributions,230000,true
340,nasdaq,債券優先,true,clear,2150445,-0.3486602745601186,bonds,cashManagement+contributions+emergencyFund,210000,false
341,nasdaq,債券優先,true,clear,2250308,-0.28395791495450956,bonds,reinvestment+cashManagement+emergencyFund,60000,false
342,nasdaq,債券優先,true,clear,2196498,-0.6636313856398067,bonds,contributions+reinvestment+emergencyFund,240000,false
343,nasdaq,債券優先,true,clear,15977602,-0.2630204900975547,bonds,contributions+emergencyFund+reinvestment,320000,true
344,nasdaq,債券優先,true,clear,10949350,-0.4253794498407725,bonds,reinvestment+contributions+emergencyFund,160000,true
345,nasdaq,債券優先,true,clear,15391355,-0.37640677854662413,bonds,emergencyFund+contributions+cashManagement,280000,true
346,nasdaq,債券優先,true,clear,3636689,-0.4591504756583196,bonds,contributions+emergencyFund+reinvestment,320000,true
347,nasdaq,債券優先,true,clear,4900933,-0.383896,bonds,reinvestment+emergencyFund+contributions,80000,true
348,nasdaq,債券優先,true,clear,1572048,-0.598417455189423,bonds,reinvestment+emergencyFund+cashManagement,40000,false
349,nasdaq,債券優先,true,clear,1868629,-0.417547,bonds,emergencyFund+cashManagement+contributions,150000,false
350,nasdaq,債券優先,true,clear,2356352,-0.5205368146784214,bonds,contributions+emergencyFund+reinvestment,320000,false
351,nasdaq,債券優先,true,clear,4196250,-0.22122293037208726,bonds,contributions+emergencyFund+reinvestment,240000,true
352,nasdaq,債券優先,true,clear,1171313,-0.7569978118161925,bonds,reinvestment+cashManagement+contributions,150000,false
353,nasdaq,債券優先,true,clear,34736020,-0.2361657959345475,bonds,contributions+reinvestment+cashManagement,400000,true
354,nasdaq,債券優先,true,clear,7741183,-0.2981929155574742,bonds,cashManagement+contributions+emergencyFund,310000,true
355,nasdaq,債券優先,true,clear,5494542,-0.5017256195069368,bonds,emergencyFund+contributions+cashManagement,200000,true
356,nasdaq,債券優先,true,clear,2166158,-0.49205691657247785,bonds,emergencyFund+contributions+cashManagement,170000,false
357,nasdaq,債券優先,true,clear,7596417,-0.226457,bonds,contributions+cashManagement+reinvestment,400000,true
358,nasdaq,債券優先,true,clear,2827564,-0.38584526966547,bonds,emergencyFund+contributions+reinvestment,160000,false
359,nasdaq,債券優先,true,clear,1207418,-0.4992449473095948,bonds,contributions+reinvestment+emergencyFund,240000,false
360,nasdaq,債券優先,true,clear,8382551,-0.2590295979364634,bonds,emergencyFund+contributions+reinvestment,160000,true
361,nasdaq,債券優先,true,clear,5402432,-0.4520373666276127,bonds,contributions+emergencyFund+reinvestment,320000,true
362,nasdaq,債券優先,true,clear,1614293,-0.40297646678201177,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
363,nasdaq,債券優先,true,clear,2603957,-0.5586211443753945,bonds,emergencyFund+reinvestment+cashManagement,30000,false
364,nasdaq,債券優先,true,clear,13064059,-0.347701,bonds,emergencyFund+contributions+cashManagement,190000,true
365,nasdaq,債券優先,true,clear,3136055,-0.27764470907446487,bonds,cashManagement+contributions+reinvestment,290000,true
366,nasdaq,債券優先,true,clear,5420142,-0.496072,bonds,contributions+emergencyFund+cashManagement,360000,true
367,nasdaq,債券優先,true,clear,3866060,-0.5574134565680564,bonds,reinvestment+contributions+emergencyFund,160000,true
368,nasdaq,債券優先,true,clear,4749734,-0.26813515257173137,bonds,reinvestment+contributions+cashManagement,200000,true
369,nasdaq,債券優先,true,clear,3343426,-0.475051676082158,bonds,emergencyFund+cashManagement+contributions,150000,true
370,nasdaq,債券優先,true,clear,6154622,-0.47768235022037875,bonds,emergencyFund+contributions+reinvestment,160000,true
371,nasdaq,債券優先,true,clear,2735587,-0.24366643948610484,bonds,contributions+reinvestment+emergencyFund,240000,false
372,nasdaq,債券優先,true,clear,1502839,-0.7793341535295812,bonds,contributions+reinvestment+emergencyFund,240000,false
373,nasdaq,債券優先,true,clear,2580717,-0.41190167140825035,bonds,contributions+emergencyFund+reinvestment,240000,false
374,nasdaq,債券優先,true,clear,9537885,-0.277282114562547,bonds,emergencyFund+contributions+cashManagement,200000,true
375,nasdaq,債券優先,true,clear,2833199,-0.6365034104733654,bonds,contributions+emergencyFund+reinvestment,320000,false
376,nasdaq,債券優先,true,clear,5603293,-0.3862642521323548,bonds,contributions+reinvestment+emergencyFund,240000,true
377,nasdaq,債券優先,true,clear,601565,-0.55,bonds,emergencyFund+contributions+reinvestment,240000,false
378,nasdaq,債券優先,true,clear,3330854,-0.35124483739941464,bonds,contributions+emergencyFund+cashManagement,360000,true
379,nasdaq,債券優先,true,clear,29497185,-0.2926572650804538,bonds,contributions+emergencyFund+reinvestment,320000,true
380,nasdaq,債券優先,true,clear,1678008,-0.6353321239723648,bonds,emergencyFund+cashManagement+contributions,110000,false
381,nasdaq,債券優先,true,clear,3337237,-0.39959687616399514,bonds,contributions+emergencyFund+reinvestment,320000,true
382,nasdaq,債券優先,true,clear,13321028,-0.216568901030598,bonds,contributions+reinvestment+cashManagement,360000,true
383,nasdaq,債券優先,true,clear,3179396,-0.48145595945561703,bonds,contributions+reinvestment+emergencyFund,320000,true
384,nasdaq,債券優先,true,clear,1801714,-0.4656165144010431,bonds,emergencyFund+contributions+cashManagement,200000,false
385,nasdaq,債券優先,true,clear,1482654,-0.5320106207561797,bonds,cashManagement+contributions+reinvestment,240000,false
386,nasdaq,債券優先,true,clear,51465692,-0.4351545973270725,bonds,cashManagement+contributions+reinvestment,390000,true
387,nasdaq,債券優先,true,clear,18729537,-0.4276591787836587,bonds,emergencyFund+reinvestment+contributions,80000,true
388,nasdaq,債券優先,true,clear,4451115,-0.547491258086471,bonds,contributions+reinvestment+cashManagement,270000,true
389,nasdaq,債券優先,true,clear,1682714,-0.5561903318889654,bonds,contributions+reinvestment+emergencyFund,320000,false
390,nasdaq,債券優先,true,clear,2247634,-0.5959271461315179,bonds,emergencyFund+reinvestment+cashManagement,40000,false
391,nasdaq,債券優先,true,clear,8202454,-0.2714794426786142,bonds,contributions+reinvestment+emergencyFund,240000,true
392,nasdaq,債券優先,true,clear,2008998,-0.6879978836526087,bonds,contributions+emergencyFund+reinvestment,240000,false
393,nasdaq,債券優先,true,clear,9832442,-0.36089979409858125,bonds,contributions+emergencyFund+reinvestment,240000,true
394,nasdaq,債券優先,true,clear,25332829,-0.28968856558662576,bonds,contributions+emergencyFund+reinvestment,240000,true
395,nasdaq,債券優先,true,clear,723906,-0.6816502063838523,bonds,emergencyFund+contributions+cashManagement,280000,false
396,nasdaq,債券優先,true,clear,2291860,-0.42111743983627,bonds,contributions+emergencyFund+cashManagement,280000,false
397,nasdaq,債券優先,true,clear,5979410,-0.5542412720388213,bonds,reinvestment+contributions+emergencyFund,160000,true
398,nasdaq,債券優先,true,clear,5838347,-0.34173274734765696,bonds,reinvestment+contributions+emergencyFund,160000,true
399,nasdaq,債券優先,true,clear,1162355,-0.3826281323693621,bonds,contributions+emergencyFund+cashManagement,340000,false
400,nasdaq,債券優先,true,clear,22514578,-0.26208,bonds,contributions+reinvestment+emergencyFund,240000,true
401,nasdaq,債券優先,true,clear,12787631,-0.28473380154734634,bonds,emergencyFund+contributions+reinvestment,160000,true
402,nasdaq,債券優先,true,clear,4048009,-0.36215439912953573,bonds,contributions+emergencyFund+reinvestment,320000,true
403,nasdaq,債券優先,true,clear,44127115,-0.18437998791658838,bonds,emergencyFund+reinvestment+contributions,80000,true
404,nasdaq,債券優先,true,clear,4593026,-0.4561218464478731,bonds,contributions+emergencyFund+reinvestment,320000,true
405,nasdaq,債券優先,true,clear,850676,-0.850061,bonds,emergencyFund+reinvestment+cashManagement,20000,false
406,nasdaq,債券優先,true,clear,19197687,-0.6721518062727483,bonds,emergencyFund+reinvestment+contributions,80000,true
407,nasdaq,債券優先,true,clear,8655558,-0.7627237154286942,bonds,emergencyFund+contributions+reinvestment,160000,true
408,nasdaq,債券優先,true,clear,3904883,-0.539068942043742,bonds,cashManagement+emergencyFund+contributions,230000,true
409,nasdaq,債券優先,true,clear,2411363,-0.41840056143019916,bonds,emergencyFund+reinvestment+cashManagement,40000,false
410,nasdaq,債券優先,true,clear,2690768,-0.409357198714793,bonds,contributions+reinvestment+emergencyFund,240000,false
411,nasdaq,債券優先,true,clear,2362951,-0.33988161642961584,bonds,emergencyFund+contributions+reinvestment,160000,false
412,nasdaq,債券優先,true,clear,6566910,-0.27342428955385717,bonds,emergencyFund+contributions+cashManagement,200000,true
413,nasdaq,債券優先,true,clear,2686551,-0.34921865198069163,bonds,cashManagement+emergencyFund+reinvestment,120000,false
414,nasdaq,債券優先,true,clear,31626081,-0.24733029743453777,bonds,contributions+emergencyFund+reinvestment,320000,true
415,nasdaq,債券優先,true,clear,11649795,-0.23799079565156483,bonds,contributions+reinvestment+cashManagement,360000,true
416,nasdaq,債券優先,true,clear,6221628,-0.5278214909575792,bonds,emergencyFund+contributions+reinvestment,240000,true
417,nasdaq,債券優先,true,clear,3140737,-0.45470205148858556,bonds,reinvestment+emergencyFund+contributions,80000,true
418,nasdaq,債券優先,true,clear,10264584,-0.37366314555846786,bonds,emergencyFund+reinvestment+contributions,80000,true
419,nasdaq,債券優先,true,clear,1079741,-0.572410122721771,bonds,contributions+reinvestment+cashManagement,250000,false
420,nasdaq,債券優先,true,clear,6872164,-0.27857935714022736,bonds,contributions+reinvestment+emergencyFund,240000,true
421,nasdaq,債券優先,true,clear,499515,-0.8588427826358358,bonds,contributions+reinvestment+cashManagement,320000,false
422,nasdaq,債券優先,true,clear,320494,-0.778716,bonds,contributions+reinvestment+cashManagement,340000,false
423,nasdaq,債券優先,true,clear,258725,-0.913807,bonds,emergencyFund+contributions+reinvestment,160000,false
424,nasdaq,債券優先,true,clear,871459,-0.5058557291678479,bonds,contributions+reinvestment+emergencyFund,240000,false
425,nasdaq,債券優先,true,clear,2310486,-0.526457,bonds,contributions+emergencyFund+reinvestment,240000,false
426,nasdaq,債券優先,true,clear,39225232,-0.255389770225145,bonds,emergencyFund+reinvestment+contributions,80000,true
427,nasdaq,債券優先,true,clear,1347232,-0.435628,bonds,contributions+emergencyFund+cashManagement,260000,false
428,nasdaq,債券優先,true,clear,8941193,-0.23260949864464217,bonds,emergencyFund+contributions+reinvestment,160000,true
429,nasdaq,債券優先,true,clear,3066964,-0.543922,bonds,contributions+cashManagement+reinvestment,400000,true
430,nasdaq,債券優先,true,clear,8989078,-0.26783040050017637,,emergencyFund+cashManagement+contributions+reinvestment,280000,true
431,nasdaq,債券優先,true,clear,1872102,-0.3270747368697979,bonds,reinvestment+contributions+emergencyFund,240000,false
432,nasdaq,債券優先,true,clear,1902901,-0.4151603899171211,bonds,reinvestment+contributions+emergencyFund,160000,false
433,nasdaq,債券優先,true,clear,8540350,-0.3756780144236882,bonds,emergencyFund+reinvestment+contributions,80000,true
